X,Y,OBJECTID,STUNITID1,STUNITID2,STUNITID3,SIGNAL_ID,COMPTYPE,INT_COMPKEY,INT_UNITID,UNITID,COMPKEY,INTKEY,SERVSTAT,UNITDESC,UNITTYPE,SIGNAL_PLAN,NCDOT_ID,BIKE_LOS,PED_LOS,INSTALLATION_DATE,PED_BUTTONS,APS_TYPE,UNITTYPEDESC
-80.8659345488805,35.3529150926024,62322,11392,16036,,949,74,182163,51309,00949,182060,182163,OP,I-485 OUTER HY_W W T HARRIS BV,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00949.pdf,,,,2008/12/09 00:00:00+00,N,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.9724002712917,35.113346206772,62323,,,,80043,74,,,80043,176577,,OP,LAKE WYLIE ELEMENTARY SCHOOL,SF,,,,,2007/03/16 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.9404936840619,35.2649547993098,62324,,,,810,74,,,00810 ,165501,,OP,FIRE STATION 21 ,ES,,,,,1989/03/13 00:00:00+00,,,Emergency signal
-80.8957979223789,35.2440777714019,62325,441,11055, ,930,74,130761,10276,00930,162712,130761,OP,ASHLEY RD_TUCKASEEGEE RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00930.pdf,,F,D+,1994/06/28 00:00:00+00,Y,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.8330711726345,35.2025466730204,62326,8723,3385,15285,505,74,135587,15102,00505,162316,135587,OP,E MOREHEAD ST_EDGEHILL RD NORTH_QUEENS RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00505.pdf,,E,C-,1984/03/15 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8313395516042,35.2307198344807,62327,7426,3323,7427,136,74,132379,11894,00136,161831,132379,OP,E 12TH ST_N BREVARD ST_N BREVARD/CALDWELL CONNECTOR ST,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00136.pdf,,D,B,1974/04/23 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8624411363628,35.2239496156154,62328,,,,90058,74,1,,90058,173735,,OP,FLASHER CLARKSON_PIPE FOUNDRY,MSF,,,,,,N,,MULTI-WAY STOP FLASHER
-80.750803967468,35.114705661037,62329,,,,80093,74,,,80093,236103,,OP,CARMEL CHRISTIAN,SF,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\80093.pdf,,,,2018/07/10 00:00:00+00,,,SCHOOL FLASHER
-80.8352571620558,35.1654514963669,62330,,,,80020,74,,,80020,173811,,OP,MYERS PARK HIGH_SELWYN ELEM_ALEXANDER GRAHAM MIDDLE SCHOOL,SF,,,,,2000/07/26 00:00:00+00,Y,,SCHOOL FLASHER (SPEED REDUCT)
-80.7746800821692,35.30211030248,62331,7538,,,1740,74,,,01740,234172,,OP,NEAL RD_VANCE SCHOOL ACCESS RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01740.pdf,,,,2016/06/29 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8555607475381,35.1181527601017,62332,4338,8101,9784,663,74,143814,23329,00663,162595,143814,OP,GLENEAGLES RD_PARK RD_SHARON RD WEST,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00663.pdf,,D,E+,1983/05/02 00:00:00+00,Y,Polara4W,TRAFFIC SIGNAL WITH LOOPS
-80.8077740802888,35.2328287303768,62333,8136,10766, ,233,74,132180,11695,00233,161850,132180,OP,PARKWOOD AV_THE PLAZA,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00233.pdf,,D,C,1985/02/27 00:00:00+00,Y,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.7523581207299,35.3076919995489,62334,11392,5535,11152,336,74,126101,5616,00336,162934,126101,OP,J M KEYNES DR_UNIVERSITY EXECUTIVE PARK DR_W W T HARRIS BV,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00336.pdf,10-1131,E,F,1995/06/26 00:00:00+00,N,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.7299352886182,35.0750690356482,62335,,,,80066,74,,,80066,183118,,OP,SOCRATES ACADEMY SCHOOL,SFS,,,,,2009/08/21 00:00:00+00,Y,,SCHOOL FLASHER SOLAR
-80.8263367380965,35.2521868968739,62336,7283,7450,11335,257,74,129881,9396,00257,161865,129881,OP,MORETZ AV_N GRAHAM ST_W 28TH ST,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00257.pdf,10-0573,E,B,1982/09/10 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.8445106010669,35.2952172944554,62337,,,,90022,74,126718,6233,90022,173699,,OP,FLASHER JUNIPER DR_MILHAVEN LN,MSF,,,,,,Y,,MULTI-WAY STOP FLASHER
-80.7781991433596,35.0981165321701,62338,15956,8662, ,1536,74,152466,30550,01536,162831,155577,OP,ARBORETUM SHOPPING CENTER DR_PROVIDENCE RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01536.pdf,,F,D,1997/10/17 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.904721755747,35.1696425267497,62339,9447,11390, ,677,74,138850,18365,00677,162602,138850,OP,S TRYON ST_W TYVOLA RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00677.pdf,,E,F,1988/08/23 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.7756561046378,35.2367954235448,62340,3468,4144,9760,249,74,131747,11262,00249,161859,131747,OP,EASTWAY DR_FRONTENAC AV_SHAMROCK DR,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00249.pdf,10-0097, , ,1985/07/24 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.9887629301482,35.1054318973108,62341,,,,80068,74,,,80068,183120,,OP,SOUTHWEST MIDDLE SCHOOL,SF,,,,,2009/08/21 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.8784817714265,35.2620958669839,62342,1413,7465,7470,875,74,128855,8370,00875,162996,128855,OP,BROOKSHIRE BV_N I-85 EXIT 36 RA_N I-85 HY,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00875.pdf,, , ,1983/04/12 00:00:00+00,N,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.8368960764838,35.1508156534072,62343,3774,636, ,544,74,140706,20221,00544,162968,140706,OP,BARCLAY DOWNS DR_FAIRVIEW RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00544.pdf,,D,D+,1983/07/15 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.9217612348275,35.1134967376527,62344,10756,11655,,709,74,144095,23610,00709,163041,144095,OP,I-77_TEXLAND BV_WESTINGHOUSE BV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00709.pdf,, , ,1996/01/03 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.9126921849658,35.2906087413131,62345,18255,1413,,837,74,189151,52340,00837,168182,189151,OP,BROOKSHIRE BV_FRED D ALEXANDER BV,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00837.pdf,10-1914,,,2011/08/12 00:00:00+00,N,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.8022524723522,35.3381964262204,62346,,,,80005,74,,,80005,173796,,OP,DAVID COX ELEMENTARY SCHOOL,SF,,,,,2005/02/23 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.8367664677251,35.1680838252293,62347,9333,,,1722,74,,,01722,232539,,OP,RUNNYMEDE LN_EAST OF MICHAEL BAKER PL PED BEACON MID BLOCK,MPB,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01722.pdf,,,,2018/08/24 00:00:00+00,Y,Polara3WiN,MID BLOCK PED BEACON
-80.7944403914047,35.1938454040763,62348,15965,7508, ,1542,74,152301,30385,01542,163034,152301,OP,HOME DEPOT DR_N WENDOVER RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01542.pdf,,D,C,1996/09/18 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.7277839605908,35.2763234092246,62349,3399,9174, ,370,74,127923,7438,00370,162950,127923,OP,E W T HARRIS BV_ROCKY RIVER RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00370.pdf,10-1287,E,F,2004/02/04 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.8089175753595,35.1715730517715,62350,,,,80049,74,,,80049,178829,,OP,ST GABRIEL CATHOLIC SCHOOL,SF,,,,,2009/01/21 00:00:00+00,Y,,SCHOOL FLASHER (SPEED REDUCT)
-80.7612462644211,35.0648945589343,62351,,,,433,74,,,00433 ,165484,,OP,FIRE STATION 09 ,ES,,,,,1993/01/07 00:00:00+00,,,Emergency signal
-80.8376239366097,35.1303578871619,62352,,,,80001,74,,,80001,173792,,OP,BEVERLY WOODS ELEMENTARY SCHOOL,SF,,,,,2006/07/14 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.7895935352763,35.1466132834771,62353,15968,8662, ,1540,74,152370,30454,01540,162834,152370,OP,PROVIDENCE RD_SHALOM PARK DR,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01540.pdf,,D,E+,1995/10/31 00:00:00+00,N,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.7727427130487,35.0759491853153,62354,,,,80085,74,,,80085,232492,,OP,CHARLOTTE LATIN SCHOOL,SFS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\80085.pdf,,,,2015/03/18 00:00:00+00,,,SCHOOL FLASHER SOLAR
-80.7729110901808,35.3340778784041,62355,,,,80015,74,,,80015,173806,,OP,"MALLARD CREEK RD ELEMENTARY SCHOOL
",SF,,,,,2004/11/29 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.8574751714728,35.1998594225818,62356,,,,90061,74,135818,15333,90061,173738,,OP,FLASHER IDEAL WY_WINTHROP AV,MSF,,,,,,N,,MULTI-WAY STOP FLASHER
-80.8431003186162,35.2254757077357,62357,3349,9379, ,52,74,132977,12492,00052,161766,132977,OP,E 4TH ST_S COLLEGE ST,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00052.pdf,,C,A,1950/04/26 00:00:00+00,N,,TRAFFIC SIGNAL W/ FIXED TIME
-80.7251192983255,35.2699520932146,62358,,,,80052,74,,,80052,181476,,OP,JOSEPH W.GRIER ACADEMY SCHOOL,SF,,,,,2008/12/11 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.8289125554835,35.215574921517,62359,3371,3562, ,413,74,134168,13683,00413,161932,134168,OP,E INDEPENDENCE BV_ELIZABETH AV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00413.pdf,,E+,C,1964/04/14 00:00:00+00,N,Polara2W,TRAFFIC SIGNAL WITH LOOPS
-80.8244096772563,35.226388009382,62360,,,,90055,74,1,,90055,173732,,OP,FLASHER  EQUIPMENT SERVICES_SIEGLE AV,MSF,,,,,,N,,MULTI-WAY STOP FLASHER
-80.7979065723105,35.0622709382673,62361,581,10900, ,1570,74,147713,27228,01570,162534,147713,OP,BALLANTYNE COMMONS PY_TOM SHORT RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01570.pdf,,D,D,2001/12/26 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.9665844381688,35.2896854774043,62362,7341,,,832,74,176278,49030,00832,167238,176278,OP,MOUNT HOLLY RD_S I-485 OUTER HY,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00832.pdf,,F,D,2006/12/11 00:00:00+00,N,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.8482318770523,35.2297758919846,62363,9388,11345, ,47,74,132448,11963,00047,161761,132448,OP,S GRAHAM ST_W 4TH ST,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00047.pdf,10-0162,C,A-,1956/12/26 00:00:00+00,N,,TRAFFIC SIGNAL W/ FIXED TIME
-80.8511620664826,35.1720797648221,62364,8101,3404, ,648,74,138719,18234,00648,162585,138719,OP,E WOODLAWN RD_PARK RD,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00648.pdf,,D-,C,1982/10/18 00:00:00+00,Y,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.8199625839673,35.2139890369173,62365,,,,91014,74,,,91014,235147,,OP,E 7TH ST_CLEMENT AVE,MPCS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\91014.pdf,,,,2017/08/23 00:00:00+00,Y,Polara X,MID BLOCK PED CROSSING SOLAR
-80.8343513724081,35.2316720046659,62366,3361,7441, ,128,74,132266,11781,00128,162910,132266,OP,E 11TH ST_E BROOKSHIRE FWY RA_N COLLEGE ST,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00128.pdf,10-2056,D,A,1950/04/26 00:00:00+00,N,,TRAFFIC SIGNAL W/ FIXED TIME
-80.8422704515072,35.223014561114,62367,3348,9368, ,42,74,133248,12763,00042,161757,133248,OP,E 3RD ST_S BREVARD ST,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00042.pdf,,C+,A,1956/12/21 00:00:00+00,N,,TRAFFIC SIGNAL W/ FIXED TIME
-80.7725381158952,35.1483529955783,62368,1163,9567, ,495,74,140992,20507,00495,162309,140992,OP,BOYCE RD_SARDIS RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00495.pdf,,E,C,2001/07/25 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8576991216367,35.2445915578457,61322,755,3119, ,819,74,130777,10292,00819,162669,130777,OP,BEATTIES FORD RD_DIXON ST,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00819.pdf,,E,C,1984/02/08 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.7497243738444,35.3057629336111,61323,11392,7503,3399,323,74,126189,5704,00323,162930,126189,OP,E W T HARRIS BV_N TRYON ST_W W T HARRIS BV,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00323.pdf,10-0720,E-,F,1994/02/09 00:00:00+00,N,,TRAFFIC SIGNAL W/ VIDEO DETECT (OPTICOM)
-80.7695293779136,35.0510068476281,61324,8662,358, ,1566,74,162802,44419,01566,165438,162802,OP,ARDREY KELL RD_PROVIDENCE RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01566.pdf,,C,D,2002/08/09 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.7320543967851,35.2584249585997,61325,,,,80055,74,,,80055,181479,,OP,NORTHRIDGE MIDDLE SCHOOL,SF,,,,,2009/01/22 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.7456305622242,35.2477611700216,61326,,,,80006,74,,,80006,173797,,OP,DEVONSHIRE ELEMENTARY SCHOOL,SF,,,,,1976/09/01 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.7644709752831,35.3738292681387,61327,,,,224,74,,,00224 ,165478,,OP,FIRE STATION 31 ,ES,,,,,1999/03/10 00:00:00+00,,,Emergency signal
-80.8159770365631,35.2082087938185,61328,,,,90002,74,135015,14530,90002,173679,,OP,FLASHER E 5TH ST_N LAUREL AV,MSF,,,,,,N,,MULTI-WAY STOP FLASHER
-80.7696504426841,35.0543301291033,61329,13184,8662,,1716,74,152529,30613,01716,232489,152529,OP,GOLF LINKS DR_PROVIDENCE RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01716.pdf,10-2198,,,2016/10/14 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8510611235378,35.1957817165129,61330,5775,8101, ,642,74,136251,15766,00642,162579,136251,OP,KENILWORTH AV_PARK RD,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00642.pdf,,D,C,1963/12/06 00:00:00+00,Y,Polara4WEZ,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.7983630305328,35.1900356944939,61331,6807,7508, ,484,74,136938,16453,00484,162073,136938,OP,MARVIN RD_N WENDOVER RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00484.pdf,10-0776,D,C,1984/11/26 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8539844915964,35.2682847929251,61332,15946,755,4273,816,74,128370,7885,00816,167925,128370,OP,BEATTIES FORD RD_GILBERT ST_MONTANA DR,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00816.pdf,,E-,C,2004/10/05 00:00:00+00,Y,,TRAFFIC SIGNAL W/ VIDEO DETECT (OPTICOM)
-80.8145975784586,35.0382518454282,61333,,,,80082,74,,,80082,230841,,OP,OMNI MONTESSORI SCHOOL,SF,,,,,2014/08/23 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.8959185151361,35.2760300654376,61334,5297,9313, ,881,74,127802,7317,00881,162702,127802,OP,HOVIS RD_ROZZELLES FERRY RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00881.pdf,,F,C,1960/01/01 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.8408648225451,35.2304284638146,61335,7435,11348, ,96,74,132396,11911,00096,161813,132396,OP,N CHURCH ST_W 7TH ST,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00096.pdf,,C,A,1950/04/26 00:00:00+00,N,,TRAFFIC SIGNAL W/ FIXED TIME
-80.8903862076385,35.2262107511161,61336,441,4554, ,855,74,132801,12316,00855,169472,132801,OP,ASHLEY RD_GREENLAND AV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00855.pdf,,C,B,2005/10/28 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8437038105439,35.2012406566038,61337,3436,9623, ,639,74,135696,15211,00639,162577,135696,OP,EAST BV_SCOTT AV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00639.pdf,,D,A-,1963/08/20 00:00:00+00,N,Polara4W,TRAFFIC SIGNAL WITH LOOPS
-80.800366461981,35.1092842819522,61338,,,,80027,74,,,80027,173818,,OP,OLDE PROVIDENCE ELEMENTARY SCHOOL,SF,,,,,2006/07/13 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.8367308039987,35.2269072713109,61339,3352,7426, ,99,74,132818,12333,00099,161816,132818,OP,E 7TH ST_N BREVARD ST,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00099.pdf,,C,A,1951/10/31 00:00:00+00,N,,TRAFFIC SIGNAL W/ FIXED TIME
-80.7786336925772,35.0482827800312,61340,358,16580,,1776,74,234271,54228,01776,236918,234271,OP,ARDREY KELL RD_RED RUST LN,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01776.pdf,10-2251,,,2018/06/22 00:00:00+00,Y,Polara4W,TRAFFIC SIGNAL WITH LOOPS
-80.7431312821965,35.3126541949648,61341,7503,18189,,1622,74,183038,51491,01622,180499,183038,OP,INSTITUTE CR_MALLARD POINTE_N TRYON ST,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01622.pdf,10-2017,E+,D,2008/11/18 00:00:00+00,N,Polara4W,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.9474065425533,35.2926689503739,61342,,,,80076,74,,,80076,184814,,OP,PAW CREEK ELEMENTARY SCHOOL,SFS,,,,,2010/08/18 00:00:00+00,N,,SCHOOL FLASHER SOLAR
-80.749409154225,35.1575653228252,61343,7233,11283, ,576,74,140125,19640,00576,162543,140125,OP,MONROE RD_VILLAGE LAKE DR,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00576.pdf,,D-,D,1989/01/17 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.889342065138,35.2375822267751,61344,,,,80064,74,,,80064,183116,,OP,PHILLIP O BERRY HIGH SCHOOL,SF,,,,,2011/01/13 00:00:00+00,Y,,SCHOOL FLASHER (SPEED REDUCT)
-80.9486363697688,35.100183095452,61345,1804,1885,2185,772,74,121483,998,00772,162643,121483,OP,CAROWINDS BV_CATAWBA TRACE_CHOATE CR,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00772.pdf,,E-,E+,2002/09/12 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.7678966162402,35.3150968269889,61346,11392,16533,15957,356,74,151997,30081,00356,162945,151997,OP,EPRI DR_W W T HARRIS BV_WACHOVIA DR,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00356.pdf,10-1553,E,F,1996/07/03 00:00:00+00,N,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.8360021304644,35.2068492800301,61347,,,,91011,74,,,91011,235144,,OP,KINGS DR_BALDWIN AVE,MPCS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\91011.pdf,,,,2017/08/23 00:00:00+00,Y,Polara X,MID BLOCK PED CROSSING SOLAR
-80.9246710975087,35.2294232037203,61348,965, , ,742,74,132362,11877,00742,162627,132362,OP,BILLY GRAHAM PY_BOYER ST,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00742.pdf,,E+,F,1982/12/21 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.8952698443882,35.1637468944118,61349,7528,11134,11390,678,74,139329,18844,00678,162603,139329,OP,NATIONS FORD RD_TYVOLA RD_W TYVOLA RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00678.pdf,,E+,C,1988/08/23 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.8962978294718,35.1471332476475,61350,348,14530, ,683,74,140918,20433,00683,163016,140951,OP,ARCHDALE DR_N I-77 EXIT 4 RA,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00683.pdf,, , ,1984/06/07 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.7613430396151,35.1841523277375,61351,5421,7233,8782,480,74,137547,17062,00480,162066,137547,OP,IDLEWILD RD_MONROE RD_RAMA RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00480.pdf,10-0272,D,C+,1983/02/25 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8291357732102,35.2250558323181,61352,3321,3322,7484,132,74,133050,12565,00132,162997,133077,OP,E 10TH ST_E 11TH ST_N MCDOWELL ST,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00132.pdf,,D,C,1951/04/17 00:00:00+00,N,,TRAFFIC SIGNAL W/ FIXED TIME
-80.8375674654693,35.2696932673142,61353,15134,10270,10876,330,74,128278,7793,00330,161887,128278,OP,JEFF ADAMS DR_STATESVILLE AV_TIPTON DR,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00330.pdf,10-0851,F,D-,1988/05/12 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8542257033615,35.2653403672632,61354,,,,809,74,,,00809 ,165500,,OP,FIRE STATION 18 ,ES,,,,,1990/09/20 00:00:00+00,,,Emergency signal
-80.841975785968,35.2262499501678,61355,3394,7441,9379,63,74,132881,12396,00063,161776,132881,OP,E TRADE ST_N COLLEGE ST_S COLLEGE ST,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00063.pdf,,D,A,1950/04/26 00:00:00+00,N,,TRAFFIC SIGNAL W/ FIXED TIME
-80.9230725299747,35.2156950958292,61356,965,7305, ,730,74,134002,13517,00730,162622,134002,OP,BILLY GRAHAM PY_MORRIS FIELD DR,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00730.pdf,,F,F,1988/12/09 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
