X,Y,OBJECTID,STUNITID1,STUNITID2,STUNITID3,SIGNAL_ID,COMPTYPE,INT_COMPKEY,INT_UNITID,UNITID,COMPKEY,INTKEY,SERVSTAT,UNITDESC,UNITTYPE,SIGNAL_PLAN,NCDOT_ID,BIKE_LOS,PED_LOS,INSTALLATION_DATE,PED_BUTTONS,APS_TYPE,UNITTYPEDESC
-80.8963029502736,35.2479030871254,62132,4123,9414,9415,926,74,130219,9734,00926,163007,130219,OP,FREEDOM DR_S I-85 HY_S I-85 RA,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00926.pdf,, , ,1997/01/05 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.8369146778151,35.2237246501553,62133,3350,7446, ,78,74,133189,12704,00078,161802,133189,OP,E 5TH ST_N DAVIDSON ST,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00078.pdf,,D+,A,1971/08/19 00:00:00+00,N,,TRAFFIC SIGNAL W/ FIXED TIME
-80.7179180592978,35.2334556458614,62134,,,,90039,74,132242,11757,90039,173716,,OP,FLASHER  PLOTT RD_SILVERWOOD LN,MSF,,,,,,N,,MULTI-WAY STOP FLASHER
-80.7553917709968,35.1282335199267,62135,,,,80079,74,,,80079,192516,,OP,THE FLETCHER SCHOOL,SFS,,,,,2012/08/22 00:00:00+00,Y,,SCHOOL FLASHER SOLAR
-80.7316480657923,35.2661887367871,62136,3399,4603, ,304,74,128678,8193,00304,162928,128678,OP,E W T HARRIS BV_GRIER RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00304.pdf,10-0942,E-,E,2002/07/05 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.8098809135814,35.242414967994,62137,5652,6828,,380,74,172360,47363,00380,167225,172360,OP,JORDAN PL_MATHESON AV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00380.pdf,,E+,D,2004/04/01 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8369956753956,35.2718754819882,62138,7467,10270, ,275,74,128106,7621,00275,162925,128106,OP,N I-85 EXIT 39 RA_STATESVILLE AV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00275.pdf,10-0463,D,C,1988/08/19 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.8179096107192,35.2471468699871,62139,3339,7503,11335,206,74,130515,10030,00206,161837,130515,OP,E 28TH ST_N TRYON ST_W 28TH ST,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00206.pdf,10-0642,E,B+,1984/03/03 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.9417446730599,35.1296283340218,62140,9447,11655, ,707,74,142477,21992,00707,162616,142477,OP,S TRYON ST_WESTINGHOUSE BV,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00707.pdf,,E,E+,1989/07/19 00:00:00+00,Y,,TRAFFIC SIGNAL W/ VIDEO DETECT (OPTICOM)
-80.8344522375516,35.1497940414954,62141,3774,10043, ,530,74,140146,19661,00530,162994,140800,OP,FAIRVIEW RD_SOUTH PARK DR,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00530.pdf,,D,D,1985/01/14 00:00:00+00,Y,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.7806952966749,35.2428922151684,62142,,,,80060,74,,,80060,183112,,OP,GARINGER HIGH SCHOOL,SF,,,,,2009/08/21 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.8218089237487,35.2436132191394,62143,7503,11331, ,203,74,130924,10439,00203,161836,130924,OP,N TRYON ST_W 24TH ST,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00203.pdf,10-0111,E,D,1958/11/04 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8373495603616,35.2187913122473,62144,3348,9429, ,46,74,133777,13292,00046,161760,133777,OP,E 3RD ST_S MCDOWELL ST,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00046.pdf,10-0920,C,A-,1971/01/21 00:00:00+00,Y,Polara4WEZ,TRAFFIC SIGNAL WITH LOOPS
-80.910088849799,35.2263205662888,62145,7305,11840, ,844,74,132751,12266,00844,162679,132751,OP,MORRIS FIELD DR_WILKINSON BV,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00844.pdf,,F,D,1984/01/09 00:00:00+00,N,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.7565425503425,35.3560601728799,62146,5642,6642,,1600,74,123770,3285,01600,177996,3285,OP,JOHNSTON OEHLER RD_MALLARD CREEK RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01600.pdf,,E-,C-,2007/08/24 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.8408387309122,35.2287802047009,62147,3351,7503,11347,86,74,132586,12101,00086,161807,132586,OP,E 6TH ST_N TRYON ST_W 6TH ST,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00086.pdf,,C,A,1950/04/26 00:00:00+00,Y,,TRAFFIC SIGNAL W/ FIXED TIME
-80.8557820213683,35.1040524972832,62148,,,,90043,74,144941,24456,90043,173720,,OP,FLASHER  BIRNEN DR_DEER SPRING LN,MSF,,,,,,N,,MULTI-WAY STOP FLASHER
-80.8814497308963,35.1074770050002,62149,15952,10034, ,766,74,144451,23966,00766,162639,144451,OP,CAROLINA PAVILION DR N_SOUTH BV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00766.pdf,,D-,B,2000/10/30 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8842964232969,35.1642679395452,62150,9708,11134, ,722,74,139305,18820,00722,163039,139305,OP,SEVENTY SEVEN CENTER DR_TYVOLA RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00722.pdf,,D,D,1995/08/10 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.7668137277272,35.2748143555243,62151,7503,8022,,1651,74,127971,7486,01651,185192,127971,OP,N TRYON ST_OWEN BV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01651.pdf,10-2098,,,2016/07/22 00:00:00+00,Y,Polara 2W4,TRAFFIC SIGNAL WITH LOOPS
-80.819228413356,35.1467373693905,62152,2394,3774, ,1503,74,141072,20587,01503,162817,141072,OP,COLONY RD_FAIRVIEW RD,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01503.pdf,,E,C-,1990/06/01 00:00:00+00,Y,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.7698879349676,35.0610697339664,62153,5391,8662, ,1548,74,147841,27356,01548,162990,147841,OP,I-485 INNER RA_PROVIDENCE RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01548.pdf,,D+,C-,1999/09/22 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.8630866496808,35.1608342350208,62154,11134,11588, ,655,74,139631,19146,00655,162590,139631,OP,TYVOLA RD_WEDGEWOOD DR,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00655.pdf,,E,B-,1984/08/10 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.7696537935002,35.1390715349059,62155,,,,80041,74,,,80041,175232,,OP,CHARLOTTE CHRISTIAN SCHOOL,SF,,,,,2006/08/17 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.7642636159173,35.3797948971405,62156,,,,80080,74,,,80080,194686,,OP,HIGHLAND CREEK ELEMENTARY_RIDGE ROAD MIDDLE SCHOOL,SF,,,,,2006/08/21 00:00:00+00,Y,,SCHOOL FLASHER (SPEED REDUCT)
-80.8985781275171,35.2810257766223,62157,1413,7779,,1646,74,127516,7031,01646,184590,127516,OP,BROOKSHIRE BV_OAKDALE RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01646.pdf,10-1608,,,2013/08/05 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8212653558311,35.1890182175655,62158,,,,90008,74,136998,16513,90008,173685,,OP,FLASHER  BILTMORE DR_COLVILLE RD,MSF,,,,,,N,,MULTI-WAY STOP FLASHER
-80.7370393338156,35.164050167593,62159,,,,440,74,,,00440 ,165488,,OP,FIRE STATION 29 ,ES,,,,,1992/12/30 00:00:00+00,,,Emergency signal
-80.9785859149192,35.107885293386,62160,9447,2185,,674,74,144436,23951,00674,169098,144436,OP,CHOATE CR_S TRYON ST,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00674.pdf,,E+,D+,2005/10/04 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.7572167229947,35.17969143474,62161,,,,430,74,,,00430 ,165482,,OP,FIRE STATION 03 ,ES,,,,,1992/07/22 00:00:00+00,,,Emergency signal
-80.7927590076158,35.1777818454441,62162,71,7495, ,492,74,138222,17737,00492,162306,138222,OP,ADDISON DR_N SHARON AMITY RD,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00492.pdf,,C-,C+,1960/01/01 00:00:00+00,Y,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.8442067584545,35.2247168433547,62163,3348,9379, ,41,74,133073,12588,00041,161756,133073,OP,E 3RD ST_S COLLEGE ST,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00041.pdf,,B,A,1950/04/26 00:00:00+00,N,,TRAFFIC SIGNAL W/ FIXED TIME
-80.8657641361268,35.2158081118488,62164,9430,11626, ,692,74,134089,13604,00692,163031,134089,OP,S MINT ST_WEST BV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00692.pdf,,E+,B-,1951/04/17 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8438337865422,35.2313570054281,62165,7490,11347,,1654,74,132281,11796,01654,187568,132281,OP,N PINE ST_W 6TH ST,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01654.pdf,,,,2012/08/17 00:00:00+00,Y,,TRAFFIC SIGNAL W/ FIXED TIME
-80.852425180262,35.2347582653874,62166,7475,11388, ,807,74,131842,11357,00807,163004,131842,OP,N IRWIN AV_W TRADE ST,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00807.pdf,,D,B,1951/04/17 00:00:00+00,N,,TRAFFIC SIGNAL W/ FIXED TIME
-80.9043220742856,35.1872846789,62167,965,11660, ,952,74,137051,16566,00952,168038,137051,OP,BILLY GRAHAM PY_WESTMONT DR,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00952.pdf,,E,D,2004/09/22 00:00:00+00,N,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.8448331993234,35.3078209339323,62168,7131,10539, ,925,74,125999,5514,00925,162708,125999,OP,MILHAVEN LN_SUNSET RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00925.pdf,,F,E+,1990/06/28 00:00:00+00,N,,TRAFFIC SIGNAL W/ VIDEO DETECT (OPTICOM)
-80.8799364766575,35.1218917772153,62169,15951,10034, ,633,74,152431,30515,00633,162571,152431,OP,LANCE DR_SOUTH BV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00633.pdf,,E,D,1974/01/30 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.9577890348777,35.1520290948662,62170,1433,4176, ,792,74,140393,19908,00792,162660,140393,OP,BROWN-GRIER RD_GALLANT LN,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00792.pdf,,D,B-,2001/08/14 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8349290222224,35.181123204106,62171,,,,90030,74,137806,17321,90030,173707,,OP,FLASHER  QUEENS RD EAST_QUEENS RD WEST_ROSWELL AV,MSF,,,,,,N,,MULTI-WAY STOP FLASHER
-80.7791781020885,35.1612603068953,62172,8782,9567, ,494,74,139701,19216,00494,162308,139701,OP,RAMA RD_SARDIS RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00494.pdf,,C,B-,1983/04/28 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8388816807536,35.0677899539075,62173,3641,7664,,1700,74,160157,43925,01700,198411,160157,OP,ENDHAVEN LN_NORTH COMMUNITY HOUSE RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01700.pdf,,,,2015/04/15 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8587157577165,35.2417396310657,62174,755,9313,11346,813,74,131078,10593,00813,162667,131078,OP,BEATTIES FORD RD_ROZZELLES FERRY RD_W 5TH ST_W TRADE ST,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00813.pdf,,D+,C+,1982/09/09 00:00:00+00,Y,,TRAFFIC SIGNAL W/ VIDEO DETECT (OPTICOM)
-80.972276644096,35.1640974677899,62175,11034,3118,,1691,74,188391,52289,01691,196863,188391,OP,DIXIE RIVER RD_TROJAN DR,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01691.pdf,,,,2014/07/21 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.8245303150206,35.1549033053212,62176,9783,2394, ,526,74,140284,19799,00526,162453,140284,OP,COLONY RD_SHARON RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00526.pdf,,C,D,1983/06/08 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8561011713728,35.3536219387461,62177,16445,16481,,853,74,173118,48166,00853,168855,173118,OP,NORTHLAKE CENTRE PY_NORTHLAKE MALL DR,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00853.pdf,,C+,D+,2005/09/02 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.913041214553,35.200918691569,62178,8296,11390,,1719,74,135618,15133,01719,232533,135618,OP,PERIMETER POINTE PY_W TYVOLA RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01719.pdf,,,,2016/11/15 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.8308965671277,35.1484280748829,62179,3774,9783, ,529,74,140924,20439,00529,162460,140924,OP,FAIRVIEW RD_SHARON RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00529.pdf,,E+,D+,1983/11/30 00:00:00+00,N,Polara2W,TRAFFIC SIGNAL WITH LOOPS
-80.8485559003606,35.2250899347678,62180,9375,11329, ,25,74,133009,12524,00025,161743,133009,OP,S CHURCH ST_W 1ST ST,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00025.pdf,,C,A,1950/04/26 00:00:00+00,N,,TRAFFIC SIGNAL W/ FIXED TIME
-80.8808109757533,35.1050719658591,62181,10034, , ,767,74,152464,30548,00767,162640,152464,OP,CAROLINA PAVILION DY S_SOUTH BV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00767.pdf,,D,E-,1995/10/09 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.8525667062401,35.3488215373229,62182,8297,11392, ,836,74,124044,3559,00836,167236,124044,OP,PERIMETER PY_W W T HARRIS BV,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00836.pdf,,D,A,2005/06/06 00:00:00+00,Y,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.883242106693,35.223998840141,62183,8937,11840, ,839,74,133079,12594,00839,162676,133079,OP,REMOUNT RD_WILKINSON BV,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00839.pdf,,D-,C-,1985/03/25 00:00:00+00,Y,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.7633819612603,35.2900803490915,62184,17384,14600,,1618,74,182643,51369,01618,180222,182643,OP,CITY BV_IKEA BV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01618.pdf,,C+,C+,2009/01/16 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8567928557473,35.2468511597462,62185,755,4129, ,820,74,130480,9995,00820,163023,130480,OP,BEATTIES FORD RD_FRENCH ST,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00820.pdf,,E,B,1985/02/27 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.9154819044981,35.1112563599093,62186,3402,7528,11655,710,74,144269,23784,00710,162617,144269,OP,E WESTINGHOUSE BV_NATIONS FORD RD_WESTINGHOUSE BV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00710.pdf,,D,C-,1997/11/28 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.8365800822251,35.2334542499948,62187,7435,11325,11354,126,74,132006,11521,00126,162909,132006,OP,N CHURCH ST_W 11TH ST_W BROOKSHIRE RA,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00126.pdf,10-2055,E+,A,1952/09/28 00:00:00+00,N,,TRAFFIC SIGNAL W/ FIXED TIME
-80.8456833393019,35.2294426593026,62188,7490,9430,11388,59,74,132484,11999,00059,161791,132484,OP,N PINE ST_S MINT ST_W TRADE ST,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00059.pdf,,D,B,1950/04/26 00:00:00+00,N,,TRAFFIC SIGNAL W/ FIXED TIME
-80.8462968360709,35.2281755645879,62189,9437,11345, ,49,74,132655,12170,00049,161763,132655,OP,S POPLAR ST_W 4TH ST,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00049.pdf,,C,A,1951/05/30 00:00:00+00,N,,TRAFFIC SIGNAL W/ FIXED TIME
-80.7721821999683,35.0793505378343,62190,5997,8662, ,1564,74,146894,26409,01564,162536,146894,OP,KUYKENDALL RD_PROVIDENCE RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01564.pdf,,D,C-,2000/11/22 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.9868566908718,35.1161413541467,62191,10282,9968,,1672,74,143813,23328,01672,194192,143813,OP,SLEDGE RD_STEELE CREEK RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01672.pdf,10-2033,,,2013/03/11 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.7352304184547,35.1316604939167,62192,4186,7233,,1650,74,142594,22109,01650,185175,142594,OP,GANDER COVE LN_MONROE RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01650.pdf,10-0995,,,2011/04/29 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8522022658362,35.2006202412407,62193,5416,8101, ,641,74,135739,15254,00641,162578,135739,OP,IDEAL WY_PARK RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00641.pdf,,C,B,1985/07/19 00:00:00+00,Y,Polara4W,TRAFFIC SIGNAL WITH LOOPS
-80.8576199522447,35.1069013472632,62194,,,,80067,74,,,80067,183119,,OP,SOUTH MECKLENBURG HIGH SCHOOL,SF,,,,,2009/08/21 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.8331726987547,35.2277921921405,62195,,,,80078,74,,,80078,186832,,OP,FIRST WARD ELEMENTARY SCHOOL,SFS,,,,,2011/08/26 00:00:00+00,N,,SCHOOL FLASHER SOLAR
-80.8106060487127,35.1950765741155,62196,,,,80057,74,,,80057,183109,,OP,BILLINGSVILLE ELEMENTARY SCHOOL,SF,,,,,2009/08/24 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.8390424700682,35.2237761372922,62197,3394,7430,9370,65,74,133180,12695,00065,161788,133180,OP,E TRADE ST_N CALDWELL ST_S CALDWELL ST,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00065.pdf,,E,C+,1950/04/26 00:00:00+00,N,,TRAFFIC SIGNAL W/ FIXED TIME
-80.7242360356937,35.3058704729893,62198,16378,11147, ,286,74,126199,5714,00286,161879,126199,OP,JOHN KIRK DR_UNIVERSITY CITY BV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00286.pdf,10-1955,D,B,1995/06/06 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8149119172912,35.0629668898713,62199,5391,8842, ,1557,74,147687,27202,01557,163020,147687,OP,I-485 OUTER RA_REA RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01557.pdf,,E,D-,1999/01/25 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.6868902027807,35.2586558882219,62200,,,,80084,74,,,80084,230843,,OP,REEDY CREEK ELEMENTARY SCHOOL,SF,,,,,2014/08/23 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.8178737656279,35.2053522347547,62201,,,,90024,74,135325,14840,90024,173701,,OP,FLASHER N LAUREL AV_VAIL AV,MSF,,,,,,N,,MULTI-WAY STOP FLASHER
-80.7802717594155,35.1383249246412,62202,,,,90048,74,141895,21410,90048,173725,,OP,FLASHER LANDMARK DR_SARDIS LN,MSF,,,,,,N,,MULTI-WAY STOP FLASHER
-80.9487491384881,35.153872689946,62203,5391,11351, ,672,74,140188,19703,00672,165764,140188,OP,I-485 OUTER RA_W ARROWOOD RD,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00672.pdf,,E-,C,2004/10/19 00:00:00+00,N,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.7773208122883,35.2036699585238,62204,,,,90032,74,135568,15083,90032,173709,,OP,FLASHER  SHEFFIELD DR_WOODLAND DR,MSF,,,,,,N,,MULTI-WAY STOP FLASHER
-80.7722825265589,35.2627784558265,62205,7503,7843, ,215,74,164378,44958,00215,162913,164378,OP,N TRYON ST_OLD CONCORD RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00215.pdf,10-0278,E,D+,1984/11/27 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.8900103225823,35.163094338319,62206,9396,5398,11134,679,74,139418,18933,00679,163038,137935,OP,S I-77 EXIT 5 RA_S I-77 HY_TYVOLA RD,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00679.pdf,, , ,1983/01/04 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.8509877148684,35.2320820480821,62207,9373,11345, ,803,74,132183,11698,00803,162663,132183,OP,S CEDAR ST_W 4TH ST,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00803.pdf,,E+,C,1988/11/15 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.8730198033287,35.2548917588523,62208,15152,11388, ,873,74,129553,9068,00873,162697,129553,OP,IDAHO DR_W TRADE ST,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00873.pdf,,D,B,1984/09/14 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8583368947734,35.1080019939006,62209,332,8101,10041,764,74,144594,24109,00764,162987,144594,OP,ARBOR POINTE DR_PARK RD_SOUTH MECK H S DR,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00764.pdf,,C,C-,1993/01/06 00:00:00+00,Y,Polara4WEZ,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.8347635024957,35.2252490817894,62210,3352,7446, ,101,74,133012,12527,00101,161818,133012,OP,E 7TH ST_N DAVIDSON ST,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00101.pdf,,D,C,1968/05/01 00:00:00+00,N,,TRAFFIC SIGNAL W/ FIXED TIME
-80.8007602660985,35.2549093209033,62211,3367,7503,11362,211,74,129657,9172,00211,161841,129657,OP,E CRAIGHEAD RD_N TRYON ST_W CRAIGHEAD RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00211.pdf,10-0106,E,C,1982/12/31 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
